Running on host: n-62-11-15
Thu Dec  4 19:14:35 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.105.08             Driver Version: 580.105.08     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           On  |   00000000:D8:00.0 Off |                    0 |
| N/A   30C    P0             25W /  250W |       0MiB /  32768MiB |      0%   E. Process |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Loading AnnData...
Data loaded.
Filtered zero-expression features: genes kept 45244/45263, isoforms kept 161990/162009
Data stats after scaling: mean -0.000, std 1.000
Using whole dataset: train 9941, val 6958, test 2983
Epoch 001 | train 0.7141 (rec 0.7006, kl 0.5386) | val 0.6317 (rec 0.6167, kl 0.5965) | beta 0.025
Epoch 197 | train 0.5249 (rec 0.4590, kl 0.1319) | val 0.5345 (rec 0.4692, kl 0.1305) | beta 0.500
Epoch 198 | train 0.5253 (rec 0.4591, kl 0.1324) | val 0.5342 (rec 0.4686, kl 0.1312) | beta 0.500
Epoch 199 | train 0.5282 (rec 0.4621, kl 0.1323) | val 0.5346 (rec 0.4706, kl 0.1279) | beta 0.500
Epoch 200 | train 0.5242 (rec 0.4582, kl 0.1320) | val 0.5330 (rec 0.4673, kl 0.1314) | beta 0.500
Test loss 0.5292 (rec 0.4649, kl 0.1287)
[Predictor] Epoch 001 | train 4.4910 | val 1.5386 | lr 5.00e-04
[Predictor] Epoch 002 | train 1.2301 | val 1.1377 | lr 5.00e-04
[Predictor] Epoch 003 | train 1.1004 | val 1.0074 | lr 5.00e-04
[Predictor] Epoch 004 | train 1.0396 | val 0.9985 | lr 5.00e-04
[Predictor] Epoch 005 | train 1.0057 | val 0.9506 | lr 5.00e-04
[Predictor] Epoch 006 | train 0.9821 | val 0.9456 | lr 5.00e-04
[Predictor] Epoch 007 | train 0.9631 | val 0.9109 | lr 5.00e-04
[Predictor] Epoch 008 | train 0.9524 | val 0.8924 | lr 5.00e-04
[Predictor] Epoch 009 | train 0.9387 | val 0.8990 | lr 5.00e-04
[Predictor] Epoch 010 | train 0.9315 | val 0.8824 | lr 5.00e-04
[Predictor] Epoch 011 | train 0.9241 | val 0.8772 | lr 5.00e-04
[Predictor] Epoch 012 | train 0.9169 | val 0.8682 | lr 5.00e-04
[Predictor] Epoch 013 | train 0.9129 | val 0.8672 | lr 5.00e-04
[Predictor] Epoch 014 | train 0.9068 | val 0.8555 | lr 5.00e-04
[Predictor] Epoch 015 | train 0.9001 | val 0.8632 | lr 5.00e-04
[Predictor] Epoch 016 | train 0.8960 | val 0.8682 | lr 5.00e-04
[Predictor] Epoch 017 | train 0.8934 | val 0.8496 | lr 5.00e-04
[Predictor] Epoch 018 | train 0.8873 | val 0.8543 | lr 5.00e-04
[Predictor] Epoch 019 | train 0.8850 | val 0.8445 | lr 5.00e-04
[Predictor] Epoch 020 | train 0.8790 | val 0.8386 | lr 5.00e-04
[Predictor] Epoch 021 | train 0.8758 | val 0.8295 | lr 5.00e-04
[Predictor] Epoch 022 | train 0.8737 | val 0.8347 | lr 5.00e-04
[Predictor] Epoch 023 | train 0.8702 | val 0.8304 | lr 5.00e-04
[Predictor] Epoch 024 | train 0.8669 | val 0.8269 | lr 5.00e-04
[Predictor] Epoch 025 | train 0.8653 | val 0.8226 | lr 5.00e-04
[Predictor] Epoch 026 | train 0.8651 | val 0.8236 | lr 5.00e-04
[Predictor] Epoch 027 | train 0.8603 | val 0.8218 | lr 5.00e-04
[Predictor] Epoch 028 | train 0.8589 | val 0.8176 | lr 5.00e-04
[Predictor] Epoch 029 | train 0.8577 | val 0.8179 | lr 5.00e-04
[Predictor] Epoch 030 | train 0.8543 | val 0.8078 | lr 5.00e-04
[Predictor] Epoch 031 | train 0.8510 | val 0.8066 | lr 5.00e-04
[Predictor] Epoch 032 | train 0.8526 | val 0.8159 | lr 5.00e-04
[Predictor] Epoch 033 | train 0.8498 | val 0.8108 | lr 5.00e-04
[Predictor] Epoch 034 | train 0.8446 | val 0.8044 | lr 5.00e-04
[Predictor] Epoch 035 | train 0.8453 | val 0.8010 | lr 5.00e-04
[Predictor] Epoch 036 | train 0.8418 | val 0.7987 | lr 5.00e-04
[Predictor] Epoch 037 | train 0.8456 | val 0.7970 | lr 5.00e-04
[Predictor] Epoch 038 | train 0.8410 | val 0.8110 | lr 5.00e-04
[Predictor] Epoch 039 | train 0.8418 | val 0.8001 | lr 5.00e-04
[Predictor] Epoch 040 | train 0.8341 | val 0.8033 | lr 5.00e-04
[Predictor] Epoch 041 | train 0.8348 | val 0.7936 | lr 5.00e-04
[Predictor] Epoch 042 | train 0.8334 | val 0.7994 | lr 5.00e-04
[Predictor] Epoch 043 | train 0.8334 | val 0.8065 | lr 5.00e-04
[Predictor] Epoch 044 | train 0.8319 | val 0.7914 | lr 5.00e-04
[Predictor] Epoch 045 | train 0.8302 | val 0.7908 | lr 5.00e-04
[Predictor] Epoch 046 | train 0.8306 | val 0.7836 | lr 5.00e-04
[Predictor] Epoch 047 | train 0.8272 | val 0.7847 | lr 5.00e-04
[Predictor] Epoch 048 | train 0.8298 | val 0.7993 | lr 5.00e-04
[Predictor] Epoch 049 | train 0.8262 | val 0.7837 | lr 5.00e-04
[Predictor] Epoch 050 | train 0.8265 | val 0.7791 | lr 5.00e-04
[Predictor] Epoch 051 | train 0.8244 | val 0.7824 | lr 5.00e-04
[Predictor] Epoch 052 | train 0.8231 | val 0.7741 | lr 5.00e-04
[Predictor] Epoch 053 | train 0.8225 | val 0.7761 | lr 5.00e-04
[Predictor] Epoch 054 | train 0.8209 | val 0.7810 | lr 5.00e-04
[Predictor] Epoch 055 | train 0.8205 | val 0.7771 | lr 5.00e-04
[Predictor] Epoch 056 | train 0.8177 | val 0.7768 | lr 5.00e-04
[Predictor] Epoch 057 | train 0.8163 | val 0.7887 | lr 5.00e-04
[Predictor] Epoch 058 | train 0.8177 | val 0.7755 | lr 5.00e-04
[Predictor] Epoch 059 | train 0.8163 | val 0.7672 | lr 5.00e-04
[Predictor] Epoch 060 | train 0.8183 | val 0.7784 | lr 5.00e-04
[Predictor] Epoch 061 | train 0.8159 | val 0.7756 | lr 5.00e-04
[Predictor] Epoch 062 | train 0.8143 | val 0.7714 | lr 5.00e-04
[Predictor] Epoch 063 | train 0.8155 | val 0.7738 | lr 5.00e-04
[Predictor] Epoch 064 | train 0.8113 | val 0.7681 | lr 5.00e-04
[Predictor] Epoch 065 | train 0.8128 | val 0.7658 | lr 5.00e-04
[Predictor] Epoch 066 | train 0.8119 | val 0.7634 | lr 5.00e-04
[Predictor] Epoch 067 | train 0.8109 | val 0.7619 | lr 5.00e-04
[Predictor] Epoch 068 | train 0.8114 | val 0.7673 | lr 5.00e-04
[Predictor] Epoch 069 | train 0.8105 | val 0.7721 | lr 5.00e-04
[Predictor] Epoch 070 | train 0.8128 | val 0.7762 | lr 5.00e-04
[Predictor] Epoch 071 | train 0.8101 | val 0.7638 | lr 5.00e-04
[Predictor] Epoch 072 | train 0.8068 | val 0.7639 | lr 5.00e-04
[Predictor] Epoch 073 | train 0.8066 | val 0.7748 | lr 5.00e-04
[Predictor] Epoch 074 | train 0.8050 | val 0.7630 | lr 5.00e-04
[Predictor] Epoch 075 | train 0.8077 | val 0.7611 | lr 5.00e-04
[Predictor] Epoch 076 | train 0.8088 | val 0.7679 | lr 5.00e-04
[Predictor] Epoch 077 | train 0.8097 | val 0.7620 | lr 5.00e-04
[Predictor] Epoch 078 | train 0.8060 | val 0.7715 | lr 5.00e-04
[Predictor] Epoch 079 | train 0.8048 | val 0.7662 | lr 5.00e-04
[Predictor] Epoch 080 | train 0.8026 | val 0.7577 | lr 5.00e-04
[Predictor] Epoch 081 | train 0.8044 | val 0.7622 | lr 5.00e-04
[Predictor] Epoch 082 | train 0.8061 | val 0.7562 | lr 5.00e-04
[Predictor] Epoch 083 | train 0.8016 | val 0.7659 | lr 5.00e-04
[Predictor] Epoch 084 | train 0.8025 | val 0.7582 | lr 5.00e-04
[Predictor] Epoch 085 | train 0.8061 | val 0.7564 | lr 5.00e-04
[Predictor] Epoch 086 | train 0.8030 | val 0.7556 | lr 5.00e-04
[Predictor] Epoch 087 | train 0.8012 | val 0.7646 | lr 5.00e-04
[Predictor] Epoch 088 | train 0.8000 | val 0.7570 | lr 5.00e-04
[Predictor] Epoch 089 | train 0.8009 | val 0.7538 | lr 5.00e-04
[Predictor] Epoch 090 | train 0.8021 | val 0.7575 | lr 5.00e-04
[Predictor] Epoch 091 | train 0.7997 | val 0.7602 | lr 5.00e-04
[Predictor] Epoch 092 | train 0.8018 | val 0.7567 | lr 5.00e-04
[Predictor] Epoch 093 | train 0.7978 | val 0.7668 | lr 5.00e-04
[Predictor] Epoch 094 | train 0.8000 | val 0.7628 | lr 5.00e-04
[Predictor] Epoch 095 | train 0.8001 | val 0.7561 | lr 5.00e-04
[Predictor] Epoch 096 | train 0.7992 | val 0.7554 | lr 5.00e-04
[Predictor] Epoch 097 | train 0.7996 | val 0.7644 | lr 5.00e-04
[Predictor] Epoch 098 | train 0.7982 | val 0.7509 | lr 5.00e-04
[Predictor] Epoch 099 | train 0.7995 | val 0.7507 | lr 5.00e-04
[Predictor] Epoch 100 | train 0.7986 | val 0.7530 | lr 5.00e-04
[Predictor] Epoch 101 | train 0.7979 | val 0.7570 | lr 5.00e-04
[Predictor] Epoch 102 | train 0.7966 | val 0.7609 | lr 5.00e-04
[Predictor] Epoch 103 | train 0.7989 | val 0.7577 | lr 5.00e-04
[Predictor] Epoch 104 | train 0.8014 | val 0.7572 | lr 5.00e-04
[Predictor] Epoch 105 | train 0.7987 | val 0.7567 | lr 5.00e-04
[Predictor] Epoch 106 | train 0.7966 | val 0.7537 | lr 5.00e-04
[Predictor] Epoch 107 | train 0.7967 | val 0.7510 | lr 5.00e-04
[Predictor] Epoch 108 | train 0.7965 | val 0.7528 | lr 5.00e-04
[Predictor] Epoch 109 | train 0.7948 | val 0.7547 | lr 5.00e-04
[Predictor] Epoch 110 | train 0.7956 | val 0.7584 | lr 2.50e-04
[Predictor] Epoch 111 | train 0.7798 | val 0.7388 | lr 2.50e-04
[Predictor] Epoch 112 | train 0.7744 | val 0.7361 | lr 2.50e-04
[Predictor] Epoch 113 | train 0.7761 | val 0.7344 | lr 2.50e-04
[Predictor] Epoch 114 | train 0.7760 | val 0.7370 | lr 2.50e-04
[Predictor] Epoch 115 | train 0.7749 | val 0.7343 | lr 2.50e-04
[Predictor] Epoch 116 | train 0.7757 | val 0.7369 | lr 2.50e-04
[Predictor] Epoch 117 | train 0.7742 | val 0.7319 | lr 2.50e-04
[Predictor] Epoch 118 | train 0.7734 | val 0.7328 | lr 2.50e-04
[Predictor] Epoch 119 | train 0.7721 | val 0.7336 | lr 2.50e-04
[Predictor] Epoch 120 | train 0.7734 | val 0.7325 | lr 2.50e-04
[Predictor] Epoch 121 | train 0.7733 | val 0.7395 | lr 2.50e-04
[Predictor] Epoch 122 | train 0.7744 | val 0.7328 | lr 2.50e-04
[Predictor] Epoch 123 | train 0.7721 | val 0.7336 | lr 2.50e-04
[Predictor] Epoch 124 | train 0.7709 | val 0.7337 | lr 2.50e-04
[Predictor] Epoch 125 | train 0.7719 | val 0.7317 | lr 2.50e-04
[Predictor] Epoch 126 | train 0.7716 | val 0.7355 | lr 2.50e-04
[Predictor] Epoch 127 | train 0.7724 | val 0.7351 | lr 2.50e-04
[Predictor] Epoch 128 | train 0.7702 | val 0.7321 | lr 2.50e-04
[Predictor] Epoch 129 | train 0.7728 | val 0.7332 | lr 2.50e-04
[Predictor] Epoch 130 | train 0.7738 | val 0.7357 | lr 2.50e-04
[Predictor] Epoch 131 | train 0.7712 | val 0.7373 | lr 2.50e-04
[Predictor] Epoch 132 | train 0.7711 | val 0.7351 | lr 2.50e-04
[Predictor] Epoch 133 | train 0.7712 | val 0.7333 | lr 2.50e-04
[Predictor] Epoch 134 | train 0.7712 | val 0.7330 | lr 2.50e-04
[Predictor] Epoch 135 | train 0.7704 | val 0.7380 | lr 2.50e-04
[Predictor] Epoch 136 | train 0.7710 | val 0.7294 | lr 2.50e-04
[Predictor] Epoch 137 | train 0.7712 | val 0.7321 | lr 2.50e-04
[Predictor] Epoch 138 | train 0.7724 | val 0.7481 | lr 2.50e-04
[Predictor] Epoch 139 | train 0.7703 | val 0.7298 | lr 2.50e-04
[Predictor] Epoch 140 | train 0.7730 | val 0.7363 | lr 2.50e-04
[Predictor] Epoch 141 | train 0.7721 | val 0.7321 | lr 2.50e-04
[Predictor] Epoch 142 | train 0.7702 | val 0.7318 | lr 2.50e-04
[Predictor] Epoch 143 | train 0.7694 | val 0.7280 | lr 2.50e-04
[Predictor] Epoch 144 | train 0.7704 | val 0.7379 | lr 2.50e-04
[Predictor] Epoch 145 | train 0.7687 | val 0.7286 | lr 2.50e-04
[Predictor] Epoch 146 | train 0.7708 | val 0.7411 | lr 2.50e-04
[Predictor] Epoch 147 | train 0.7698 | val 0.7313 | lr 2.50e-04
[Predictor] Epoch 148 | train 0.7701 | val 0.7378 | lr 2.50e-04
[Predictor] Epoch 149 | train 0.7689 | val 0.7287 | lr 2.50e-04
[Predictor] Epoch 150 | train 0.7692 | val 0.7302 | lr 2.50e-04
[Predictor] Epoch 151 | train 0.7694 | val 0.7296 | lr 2.50e-04
[Predictor] Epoch 152 | train 0.7707 | val 0.7325 | lr 2.50e-04
[Predictor] Epoch 153 | train 0.7682 | val 0.7295 | lr 2.50e-04
[Predictor] Epoch 154 | train 0.7683 | val 0.7312 | lr 1.25e-04
[Predictor] Epoch 155 | train 0.7604 | val 0.7240 | lr 1.25e-04
[Predictor] Epoch 156 | train 0.7565 | val 0.7216 | lr 1.25e-04
[Predictor] Epoch 157 | train 0.7561 | val 0.7204 | lr 1.25e-04
[Predictor] Epoch 158 | train 0.7552 | val 0.7208 | lr 1.25e-04
[Predictor] Epoch 159 | train 0.7546 | val 0.7187 | lr 1.25e-04
[Predictor] Epoch 160 | train 0.7562 | val 0.7237 | lr 1.25e-04
[Predictor] Epoch 161 | train 0.7548 | val 0.7218 | lr 1.25e-04
[Predictor] Epoch 162 | train 0.7548 | val 0.7210 | lr 1.25e-04
[Predictor] Epoch 163 | train 0.7552 | val 0.7187 | lr 1.25e-04
[Predictor] Epoch 164 | train 0.7571 | val 0.7238 | lr 1.25e-04
[Predictor] Epoch 165 | train 0.7550 | val 0.7257 | lr 1.25e-04
[Predictor] Epoch 166 | train 0.7541 | val 0.7210 | lr 1.25e-04
[Predictor] Epoch 167 | train 0.7530 | val 0.7178 | lr 1.25e-04
[Predictor] Epoch 168 | train 0.7537 | val 0.7189 | lr 1.25e-04
[Predictor] Epoch 169 | train 0.7530 | val 0.7189 | lr 1.25e-04
[Predictor] Epoch 170 | train 0.7543 | val 0.7186 | lr 1.25e-04
[Predictor] Epoch 171 | train 0.7536 | val 0.7191 | lr 1.25e-04
[Predictor] Epoch 172 | train 0.7543 | val 0.7191 | lr 1.25e-04
[Predictor] Epoch 173 | train 0.7514 | val 0.7194 | lr 1.25e-04
[Predictor] Epoch 174 | train 0.7536 | val 0.7196 | lr 1.25e-04
[Predictor] Epoch 175 | train 0.7523 | val 0.7245 | lr 1.25e-04
[Predictor] Epoch 176 | train 0.7525 | val 0.7170 | lr 1.25e-04
[Predictor] Epoch 177 | train 0.7536 | val 0.7167 | lr 1.25e-04
[Predictor] Epoch 178 | train 0.7543 | val 0.7179 | lr 1.25e-04
[Predictor] Epoch 179 | train 0.7527 | val 0.7215 | lr 1.25e-04
[Predictor] Epoch 180 | train 0.7530 | val 0.7213 | lr 1.25e-04
[Predictor] Epoch 181 | train 0.7522 | val 0.7194 | lr 1.25e-04
[Predictor] Epoch 182 | train 0.7519 | val 0.7180 | lr 1.25e-04
[Predictor] Epoch 183 | train 0.7525 | val 0.7196 | lr 1.25e-04
[Predictor] Epoch 184 | train 0.7521 | val 0.7208 | lr 1.25e-04
[Predictor] Epoch 185 | train 0.7531 | val 0.7186 | lr 1.25e-04
[Predictor] Epoch 186 | train 0.7518 | val 0.7150 | lr 1.25e-04
[Predictor] Epoch 187 | train 0.7510 | val 0.7168 | lr 1.25e-04
[Predictor] Epoch 188 | train 0.7526 | val 0.7159 | lr 1.25e-04
[Predictor] Epoch 189 | train 0.7517 | val 0.7196 | lr 1.25e-04
[Predictor] Epoch 190 | train 0.7512 | val 0.7184 | lr 1.25e-04
[Predictor] Epoch 191 | train 0.7525 | val 0.7195 | lr 1.25e-04
[Predictor] Epoch 192 | train 0.7528 | val 0.7237 | lr 1.25e-04
[Predictor] Epoch 193 | train 0.7507 | val 0.7196 | lr 1.25e-04
[Predictor] Epoch 194 | train 0.7512 | val 0.7185 | lr 1.25e-04
[Predictor] Epoch 195 | train 0.7516 | val 0.7177 | lr 1.25e-04
[Predictor] Epoch 196 | train 0.7509 | val 0.7188 | lr 1.25e-04
[Predictor] Epoch 197 | train 0.7519 | val 0.7188 | lr 6.25e-05
[Predictor] Epoch 198 | train 0.7466 | val 0.7160 | lr 6.25e-05
[Predictor] Epoch 199 | train 0.7446 | val 0.7151 | lr 6.25e-05
[Predictor] Epoch 200 | train 0.7449 | val 0.7141 | lr 6.25e-05
Predictor MSE | train 0.6853 | val 0.7141 | test 0.7121
Isoform correlation: mean Pearson 0.5430, median 0.5598 over 161990/161990 isoforms
Saved isoform correlation boxplot to isoform_model_vae/isoform_correlation_boxplot_vae.png
Saved log-scale scatter to isoform_model_vae/pred_vs_true_scatter_log.png
Per-gene isoform rank correlation (Spearman over observations): mean of means 0.7493 | median of means 0.7688 over 899 genes
Saved per-gene mean rank correlation boxplot to isoform_model_vae/gene_rank_corr_mean_boxplot_vae.png
Per-gene isoform rank correlation (Spearman over observations): mean of medians 0.7945 | median of medians 0.8119 over 899 genes
Saved per-gene median rank correlation boxplot to isoform_model_vae/gene_rank_corr_median_boxplot_vae.png
